No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Notes,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
31,2019/11/06,15:25:07,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,39.498,-0.447,0.705,2133.00,160.437,11:15,1.685,0.355,1.960,-0.195,0.484,-0.172,1.044,0.398,35.743,-4.312,-0.545,0.428,,,,,,,,,,,,0.125,0.353,-0.379,15.240,1.691,-0.518,-39.203,-1.024,2.483,9.309,-2.823,"Coe College","Coe College",,,,,{38C35ED9-E247-4401-81A7-CDB4FFDD336D},-0.390,1.063
32,2019/11/06,15:25:28,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,39.471,0.186,1.280,1564.00,139.281,10:45,1.636,0.394,1.968,-0.406,0.278,-0.239,1.034,0.546,35.606,-4.731,-0.263,0.429,,,,,,,,,,,,0.174,0.203,-0.407,15.240,1.673,-1.003,-39.116,-0.457,3.431,9.391,-5.824,"Coe College","Coe College",,,,,{18BFFDE4-C33A-4FF8-B413-AB399E61C145},-0.535,1.031
33,2019/11/06,15:26:29,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,39.274,-1.705,-0.431,2881.00,176.055,11:45,1.734,0.341,2.028,-0.268,0.418,-0.029,0.670,-0.032,35.575,-6.217,-2.124,0.429,,,,,,,,,,,,0.021,0.306,-0.412,15.240,1.651,1.019,-38.880,-1.584,0.412,8.981,-3.834,"Coe College","Coe College",,,,,{6F941C09-0CE6-4DC6-9D1D-E5FD79A41B3B},0.027,0.713
34,2019/11/06,15:27:13,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,39.352,0.898,-1.688,2136.00,246.467,2:15,1.493,0.515,2.067,-0.613,0.074,0.171,0.675,0.110,35.490,-7.078,-1.105,0.429,,,,,,,,,,,,-0.125,0.054,-0.545,15.240,1.541,1.574,-38.903,-0.325,-2.439,9.073,-8.748,"Coe College","Coe College",,,,,{4BBB560D-1D36-4BF8-B139-F792499C9B24},-0.111,0.714
35,2019/11/06,15:27:35,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,39.317,-4.817,-1.488,2126.00,177.399,12:0,1.831,0.421,2.129,0.501,1.183,-0.054,0.284,-0.107,35.705,-6.478,-2.344,0.427,,,,,,,,,,,,0.040,0.871,-0.405,15.240,1.865,1.105,-38.891,-5.195,0.773,8.945,7.200,"Coe College","Coe College",,,,,{D4A5FE19-BF28-4156-90CD-8DCD27F89791},0.098,0.366
36,2019/11/06,15:27:58,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,39.751,1.200,1.294,2199.00,128.487,10:15,1.540,0.394,1.910,-0.490,0.188,-0.236,1.247,0.538,35.777,-3.557,-0.262,0.428,,,,,,,,,,,,0.173,0.137,-0.411,15.240,1.607,-0.966,-39.325,0.441,3.420,9.715,-7.091,"Coe College","Coe College",,,,,{34045F71-E9BA-41A5-8FBB-88A5A62625A2},-0.525,1.226
37,2019/11/06,15:28:38,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,39.388,2.553,1.799,2265.00,109.049,9:45,1.529,0.435,1.971,-0.618,0.070,-0.203,1.391,0.607,35.443,-3.850,-0.571,0.430,,,,,,,,,,,,0.148,0.051,-0.491,15.240,1.612,-0.875,-39.069,1.182,2.894,9.621,-8.811,"Coe College","Coe College",,,,,{C3CBEDEF-1E29-48B5-B2E3-41941F0F42C3},-0.609,1.383
38,2019/11/06,15:29:10,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,39.556,-2.195,-0.075,2132.00,184.891,12:15,1.815,0.304,2.030,-0.041,0.635,0.054,0.972,0.250,35.774,-4.022,-0.324,0.426,,,,,,,,,,,,-0.040,0.466,-0.347,15.240,1.755,0.399,-39.196,-1.796,-0.788,9.372,-0.600,"Coe College","Coe College",,,,,{B9F8A224-0587-404E-9E60-C9BA98437085},-0.251,0.996
39,2019/11/06,15:29:30,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,39.787,-0.439,1.560,2126.00,169.780,11:45,1.698,0.435,2.039,-0.331,0.338,-0.061,1.107,0.727,35.915,-4.024,0.541,0.424,,,,,,,,,,,,0.045,0.248,-0.491,15.240,1.662,-0.776,-39.485,-0.442,0.893,9.868,-4.855,"Coe College","Coe College",,,,,{34C62965-3168-48FE-99D8-C2E7A04BF037},-0.727,1.110
40,2019/11/06,15:29:51,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,39.449,-1.225,1.701,1541.00,171.323,11:45,1.765,0.398,2.031,0.066,0.749,-0.114,1.121,0.748,35.565,-3.594,0.783,0.428,,,,,,,,,,,,0.084,0.550,-0.410,15.240,1.801,-1.181,-39.063,-1.817,1.642,9.604,0.951,"Coe College","Coe College",,,,,{847B02B6-450E-4A54-B39F-AA2A5B88773C},-0.750,1.152
41,2019/11/06,15:30:21,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,37.697,7.490,4.040,2007.00,58.716,8:0,1.456,0.467,1.987,-0.881,-0.116,-0.191,2.358,1.476,33.499,-1.467,3.188,0.453,,,,,,,,,,,,0.140,-0.085,-0.531,15.240,1.801,-2.756,-37.109,3.591,2.456,9.160,-11.302,"Coe College","Coe College",,,,,{932A0CFD-45F2-4679-9DCC-A8D4BCBDA661},-1.474,2.311
42,2019/11/06,15:30:53,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,39.759,0.255,1.033,1401.00,165.255,11:30,1.630,0.375,2.107,-0.116,0.548,-0.144,1.070,0.434,35.989,-4.527,-0.654,0.421,,,,,,,,,,,,0.106,0.404,-0.401,15.240,1.706,-0.518,-39.487,-1.178,2.131,9.655,-1.711,"Coe College","Coe College",,,,,{78EC1686-3FAC-4897-ACFF-8A57685A4671},-0.440,1.109
43,2019/11/06,15:31:22,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,39.266,-0.748,1.811,2107.00,148.844,11:0,1.688,0.325,2.085,-0.501,0.179,-0.108,0.839,0.543,35.623,-5.609,-0.260,0.426,,,,,,,,,,,,0.080,0.132,-0.398,15.240,1.617,-0.713,-39.015,-0.482,1.564,9.296,-7.224,"Coe College","Coe College",,,,,{EF10928A-2280-4870-A1ED-1B957019CC27},-0.558,0.851
44,2019/11/06,15:31:38,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,39.965,-3.371,-0.202,2214.00,200.308,12:45,1.828,0.276,2.103,0.079,0.734,0.272,0.648,0.074,36.363,-5.276,-1.289,0.419,,,,,,,,,,,,-0.200,0.541,-0.429,15.240,1.732,1.617,-39.609,-2.824,-4.068,9.129,1.182,"Coe College","Coe College",,,,,{1FCF550A-5BD4-419C-B7C6-BAD15FEE2B64},-0.107,0.717
45,2019/11/06,15:32:12,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,39.080,-2.789,-0.025,2115.00,194.578,12:30,1.808,0.328,2.084,-0.123,0.560,0.146,0.600,0.317,35.617,-6.099,-0.068,0.427,,,,,,,,,,,,-0.107,0.412,-0.391,15.240,1.694,0.569,-38.821,-2.236,-2.091,8.671,-1.770,"Coe College","Coe College",,,,,{342CD572-8C42-4226-866F-089E01F813CB},-0.331,0.660
46,2019/11/06,15:32:38,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,39.202,-4.194,1.246,2096.00,172.417,11:45,1.905,0.227,2.097,0.173,0.854,-0.114,0.603,0.280,35.681,-5.301,-0.918,0.427,,,,,,,,,,,,0.084,0.627,-0.307,15.240,1.748,-0.281,-38.903,-3.191,1.638,8.705,2.494,"Coe College","Coe College",,,,,{34184270-E047-4CDC-976B-9AEA6C0DFF75},-0.289,0.675
47,2019/11/06,15:33:04,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,39.368,-1.583,-1.591,1400.00,204.038,12:45,1.830,0.265,2.095,-0.191,0.484,0.216,0.796,-0.098,35.793,-6.066,-0.988,0.425,,,,,,,,,,,,-0.158,0.355,-0.298,15.240,1.771,1.580,-38.982,-1.745,-3.137,8.348,-2.777,"Coe College","Coe College",,,,,{2311464E-C3B4-4DF3-86BF-AB73EC82841C},0.082,0.860
48,2019/11/06,15:34:00,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,39.287,-2.857,0.013,2049.00,181.882,12:0,1.814,0.225,2.103,0.026,0.701,0.023,0.564,0.112,35.800,-6.352,-0.742,0.425,,,,,,,,,,,,-0.017,0.518,-0.269,15.240,1.783,0.424,-38.937,-2.956,-0.335,8.638,0.370,"Coe College","Coe College",,,,,{867F14F5-ED7E-41DE-9F14-CEBF12AEB38F},-0.127,0.636
49,2019/11/06,15:34:16,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,39.195,-1.729,0.967,2136.00,166.456,11:30,1.751,0.328,2.065,-0.111,0.568,-0.137,0.875,0.376,35.662,-4.764,-0.663,0.426,,,,,,,,,,,,0.101,0.419,-0.325,15.240,1.702,-0.574,-38.970,-1.661,1.978,8.965,-1.599,"Coe College","Coe College",,,,,{1341E9E9-320E-48BF-961A-6698C05515A4},-0.397,0.914
50,2019/11/06,15:34:36,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,39.304,1.668,-0.911,2064.00,201.623,12:45,1.578,0.371,2.037,-0.536,0.143,0.057,1.220,0.373,35.610,-4.536,0.896,0.427,,,,,,,,,,,,-0.041,0.105,-0.249,15.240,1.722,-0.154,-39.029,0.223,-0.819,8.744,-7.744,"Coe College","Coe College",,,,,{C69F283F-648B-4EC1-A96F-43B17FB3293B},-0.374,1.200
51,2019/11/06,15:37:55,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,33.979,-0.312,-0.335,1860.00,186.456,12:15,1.882,0.419,1.787,-0.566,0.360,0.041,0.928,0.256,30.641,-6.770,-0.903,0.502,,,,,,,,,,,,-0.029,0.259,-0.458,15.240,1.854,0.514,-33.654,-0.585,-0.431,6.317,-6.000,"Coe College","Coe College",,,,,{FC930E00-4654-43E0-8D4E-CDAC11E2850D},-0.268,0.950
52,2019/11/06,15:38:19,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,33.897,-0.705,0.058,1952.00,190.952,12:15,2.002,0.339,1.931,-0.365,0.549,0.106,0.984,0.256,30.698,-6.898,-0.562,0.497,,,,,,,,,,,,-0.078,0.402,-0.414,15.240,2.041,0.586,-33.598,-1.322,-1.140,6.331,-3.920,"Coe College","Coe College",,,,,{A9F9639E-8A6B-4E6D-A2A4-6D9DA53DEA60},-0.265,1.016
53,2019/11/06,15:38:41,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,34.872,-2.701,0.940,2019.00,174.752,11:45,2.242,0.240,1.775,0.055,0.929,-0.085,1.084,0.469,31.570,-5.725,0.676,0.488,,,,,,,,,,,,0.062,0.673,-0.268,15.240,2.246,-0.613,-34.518,-2.630,0.957,6.680,0.613,"Coe College","Coe College",,,,,{8C9BC9AD-3622-4CF1-840D-6D554D983818},-0.446,1.128
54,2019/11/06,15:39:03,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,34.437,-2.646,1.536,1957.00,164.776,11:30,2.130,0.246,1.782,-0.271,0.631,-0.172,0.780,0.395,31.155,-7.163,-0.536,0.495,,,,,,,,,,,,0.125,0.458,-0.313,15.240,2.063,-0.588,-34.106,-2.044,1.868,7.025,-2.947,"Coe College","Coe College",,,,,{A9CC121E-284C-4DB6-A42D-716C29FD303B},-0.387,0.826
55,2019/11/06,15:39:26,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coe College","Coe College",,,,,{98FB57A0-6709-4C2F-9441-69A98AEC1989},,
56,2019/11/06,15:39:44,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,31.801,2.122,-2.737,2642.00,125.198,10:15,1.407,0.495,1.757,-1.014,0.064,-0.091,0.252,-0.195,28.546,-10.770,-2.261,0.542,,,,,,,,,,,,0.065,0.046,-0.336,15.240,1.658,0.859,-31.211,-0.587,0.828,5.513,-9.226,"Coe College","Coe College",,,,,{55F2F766-AE91-4273-B93B-99505882880D},0.192,0.231
57,2019/11/06,15:40:26,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coe College","Coe College",,,,,{59C4EA1C-DED3-4B20-9B21-86E5B9F90579},,
58,2019/11/06,15:41:05,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,33.171,-0.973,-1.181,1855.00,151.762,11:0,1.643,0.335,1.869,-0.455,0.515,-0.276,0.363,-0.041,29.958,-8.455,-1.736,0.512,,,,,,,,,,,,0.200,0.373,-0.206,15.240,1.819,-0.119,-32.860,-2.039,2.797,6.248,-4.602,"Coe College","Coe College",,,,,{53F00948-9020-4436-BBF9-84C0BA7EFE79},0.049,0.345
59,2019/11/06,15:41:31,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coe College","Coe College",,,,,{93239B6C-FE12-456E-B840-158750B26079},,
60,2019/11/06,15:41:59,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coe College","Coe College",,,,,{9996DC71-729E-4085-9475-A803DAD17FD5},,
61,2019/11/06,15:42:29,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,40.761,-6.534,31.875,1134.00,,,2.716,-2.237,-0.462,,,,,,,,,,,,,,,,,,,,,7.472,2.858,0.219,15.240,2.105,-11.518,-32.074,-4.472,99.086,6.176,28.095,"Coe College","Coe College",,,,,{266A42F6-2444-40D3-80BD-24FD371942BD},6.260,3.234
62,2019/11/06,15:43:27,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,33.703,-2.081,-2.306,1874.00,181.761,12:0,1.877,0.238,1.943,-0.188,0.745,0.023,0.472,-0.548,30.503,-8.225,-3.404,0.502,,,,,,,,,,,,-0.017,0.542,-0.197,15.240,1.896,1.591,-33.291,-2.469,-0.241,6.043,-1.978,"Coe College","Coe College",,,,,{D771A8ED-F140-4685-AFDA-5316EFAB0932},0.516,0.536
63,2019/11/06,15:44:02,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,33.462,-1.040,-1.760,1974.00,190.186,12:15,1.929,0.366,1.815,-0.297,0.664,0.119,0.812,0.109,30.073,-7.249,-0.206,0.511,,,,,,,,,,,,-0.086,0.479,-0.314,15.240,1.971,0.764,-33.017,-1.627,-1.218,6.181,-3.032,"Coe College","Coe College",,,,,{87F12A21-031A-4D1E-9154-EFF252AA68C5},-0.089,0.874
64,2019/11/06,15:44:22,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,31.791,3.193,1.294,2066.00,100.726,9:15,1.665,0.322,1.734,-1.039,0.043,-0.225,1.181,0.382,28.281,-7.108,-0.876,0.543,,,,,,,,,,,,0.163,0.031,-0.372,15.240,1.747,-0.506,-31.106,1.229,2.045,5.561,-9.423,"Coe College","Coe College",,,,,{FCB4F3E9-0D32-4AD9-8406-DBD725415FE8},-0.370,1.190
65,2019/11/06,15:44:44,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coe College","Coe College",,,,,{C8163856-00FA-4558-B87C-19F9159DFFD4},,
66,2019/11/06,15:45:17,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,30.797,2.867,-3.524,1836.00,241.850,2:0,1.659,0.506,1.757,-1.038,0.109,0.203,0.967,-0.031,27.510,-8.343,-0.441,0.559,,,,,,,,,,,,-0.147,0.079,-0.308,15.240,1.831,1.095,-30.166,0.576,-1.737,5.099,-8.880,"Coe College","Coe College",,,,,{DC65C230-2CC7-48A8-8095-9C890BBEB8D0},0.025,0.957
67,2019/11/06,15:45:38,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coe College","Coe College",,,,,{62DBD167-B48F-4F2C-B3D3-4B08C86AC929},,
68,2019/11/06,15:46:00,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,31.791,0.969,-1.568,1522.00,213.355,1:0,1.920,0.441,1.848,-0.593,0.461,0.303,1.153,0.297,28.577,-6.850,0.541,0.534,,,,,,,,,,,,-0.219,0.333,-0.414,15.240,1.952,0.918,-31.435,-0.165,-2.823,5.411,-5.521,"Coe College","Coe College",,,,,{B71C1A4A-B47B-4313-B731-89967AC4F1C0},-0.304,1.203
69,2019/11/06,15:46:24,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,31.722,0.807,-0.286,1822.00,190.580,12:15,1.701,0.542,1.870,-0.772,0.290,0.054,0.672,0.514,28.546,-8.533,0.378,0.536,,,,,,,,,,,,-0.039,0.211,-0.523,15.240,1.747,0.149,-31.349,-0.327,-0.500,5.758,-7.132,"Coe College","Coe College",,,,,{9FB95389-98FA-4142-8E42-A5BF061B2822},-0.511,0.712
70,2019/11/06,15:46:51,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,33.420,0.095,-0.201,1854.00,165.661,11:30,1.741,0.502,1.916,-0.508,0.441,-0.113,0.968,0.471,30.064,-5.970,-0.200,0.506,,,,,,,,,,,,0.082,0.321,-0.382,15.240,1.813,-0.488,-33.135,-0.607,1.165,6.378,-5.251,"Coe College","Coe College",,,,,{5813AE8C-3B87-4F88-9EE8-8C6C3A43E1D2},-0.483,0.954
71,2019/11/06,15:47:14,0,0,"Donnie Jestel",{97DD3608-1FBB-42B5-89EF-5187B0C6F425},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,34.258,-1.449,3.444,1216.00,162.835,11:30,2.101,0.205,1.868,-0.336,0.572,-0.177,0.877,0.840,30.965,-7.549,0.984,0.496,,,,,,,,,,,,0.129,0.416,-0.298,15.240,2.121,-1.649,-33.930,-1.827,1.909,6.898,-3.630,"Coe College","Coe College",,,,,{180D9EDB-102A-48F8-9148-C14A35F30216},-0.853,0.904
72,2019/11/06,15:49:33,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,34.375,-0.933,4.540,1411.00,121.581,10:0,1.816,-0.588,2.440,-0.425,0.446,-0.726,0.898,-0.050,30.939,-6.102,-0.724,0.478,,,,,,,,,,,,0.548,0.337,0.562,15.240,1.863,-2.942,-33.950,-1.044,8.172,6.716,-4.786,"Coe College","Coe College",,,,,{49F0D204-34C9-4BC5-A481-DACC7CDBCAD5},0.071,0.887
